"borough","neighborhood","building_class_category","block","lot","commercial_units","total_units","gross_square_feet","year_built","sale_price","sale_date","latitude","longitude","community_board"
"3","BOROUGH PARK","37 RELIGIOUS FACILITIES","5624","66","1","2","4,827","1915","0","2022-05-30T00:00:00.000","40.634357","-73.987974","312"
"1","MIDTOWN WEST","44 CONDO PARKING","1000","1102","1","1",,"2018","3768877","2022-05-31T00:00:00.000","40.758577","-73.9831","105"
"1","MIDTOWN WEST","46 CONDO STORE BUILDINGS","1029","1104","1","1",,"2013","11742875","2022-05-31T00:00:00.000","40.76593","-73.980979","105"
"1","UPPER EAST SIDE (79-96)","47 CONDO NON-BUSINESS STORAGE","1497","1009","1","1",,"1928","3425000","2022-05-31T00:00:00.000","40.781149","-73.959923","108"
"1","HARLEM-EAST","14 RENTALS - 4-10 UNIT","1688","53","2","8","6,184","1900","2650000","2022-05-31T00:00:00.000","40.797366","-73.937499","111"
"1","MURRAY HILL","07 RENTALS - WALKUP APARTMENTS","918","60","1","9","5,913","1910","4500000","2022-05-31T00:00:00.000","40.748017","-73.97644","106"
"1","MURRAY HILL","07 RENTALS - WALKUP APARTMENTS","918","61","1","9","6,506","1920","7750000","2022-05-31T00:00:00.000","40.747948","-73.976491","106"
"2","MELROSE/CONCOURSE","07 RENTALS - WALKUP APARTMENTS","2410","1","3","20","10,587","1910","3150000","2022-05-31T00:00:00.000",,,
"3","GOWANUS","46 CONDO STORE BUILDINGS","1046","1041","1","1",,"2017","540881","2022-05-31T00:00:00.000","40.66656","-73.991897","307"
"3","GOWANUS","46 CONDO STORE BUILDINGS","1046","1042","1","1",,"2017","901469","2022-05-31T00:00:00.000","40.66656","-73.991897","307"
"3","CLINTON HILL","47 CONDO NON-BUSINESS STORAGE","1979","1266","1","1",,"1905","1069163","2022-05-31T00:00:00.000","40.684072","-73.964975","302"
"3","WILLIAMSBURG-SOUTH","44 CONDO PARKING","2447","1001","1","1",,"2018","156600000","2022-05-31T00:00:00.000","40.70922","-73.957871","301"
"3","WILLIAMSBURG-EAST","14 RENTALS - 4-10 UNIT","2756","1","1","7","7,066","1930","3100000","2022-05-31T00:00:00.000","40.714075","-73.951158","301"
"3","WILLIAMSBURG-EAST","22 STORE BUILDINGS","2756","48","1","1","868","1920","1000000","2022-05-31T00:00:00.000","40.714075","-73.951032","301"
"3","FLATBUSH-NORTH","02 TWO FAMILY DWELLINGS","4597","45","1","3","2,480","1931","660000","2022-05-31T00:00:00.000","40.663173","-73.925629","317"
"3","BOROUGH PARK","44 CONDO PARKING","5680","1126","1","1",,"2019","68952","2022-05-31T00:00:00.000","40.636224","-74.003181","312"
"3","BENSONHURST","02 TWO FAMILY DWELLINGS","6203","15","1","3","3,000","1931","1150000","2022-05-31T00:00:00.000","40.617272","-73.999514","311"
"3","OCEAN PARKWAY-NORTH","01 ONE FAMILY DWELLINGS","6546","38","1","2","2,600","1931","800000","2022-05-31T00:00:00.000","40.6184","-73.963976","312"
"3","GRAVESEND","21 OFFICE BUILDINGS","6581","15","1","1","1,137","1931","0","2022-05-31T00:00:00.000","40.611322","-73.977403","311"
"3","OCEAN PARKWAY-NORTH","01 ONE FAMILY DWELLINGS","6583","170","1","2","2,000","1931","990000","2022-05-31T00:00:00.000","40.612056","-73.9736","312"
"3","OCEAN PARKWAY-NORTH","30 WAREHOUSES","6583","71","1","1","2,000","1931","1250000","2022-05-31T00:00:00.000","40.612089","-73.973607","312"
"3","OCEAN PARKWAY-NORTH","27 FACTORIES","6583","73","1","1","4,900","1931","1400000","2022-05-31T00:00:00.000","40.612325","-73.97365","312"
"3","CONEY ISLAND","21 OFFICE BUILDINGS","7018","42","1","1","5,929","2006","4300000","2022-05-31T00:00:00.000","40.576376","-73.987116","313"
"4","QUEENS VILLAGE","01 ONE FAMILY DWELLINGS","10775","36","1","2","1,680","1931","500000","2022-05-31T00:00:00.000",,,
"4","OZONE PARK","01 ONE FAMILY DWELLINGS","11473","22","1","2","1,160","1920","630000","2022-05-31T00:00:00.000","40.679073","-73.83334","410"
"4","SOUTH OZONE PARK","01 ONE FAMILY DWELLINGS","11663","22","1","2","2,400","1930","2300000","2022-05-31T00:00:00.000","40.676098","-73.818956","410"
"4","SOUTH OZONE PARK","14 RENTALS - 4-10 UNIT","11663","23","2","4","2,400","1930","2300000","2022-05-31T00:00:00.000","40.676101","-73.818967","410"
"4","SOUTH JAMAICA","02 TWO FAMILY DWELLINGS","11947","284","1","3","2,560","1925","525000","2022-05-31T00:00:00.000","40.691448","-73.797924","412"
"4","ROSEDALE","01 ONE FAMILY DWELLINGS","13563","28","1","2","1,415","1961","599000","2022-05-31T00:00:00.000","40.664982","-73.736827","413"
"4","SUNNYSIDE","22 STORE BUILDINGS","188","43","5","5","9,500","1930","10380000","2022-05-31T00:00:00.000","40.743681","-73.923093","402"
"4","COLLEGE POINT","14 RENTALS - 4-10 UNIT","4128","7","3","7","3,638","1925","1500000","2022-05-31T00:00:00.000","40.782961","-73.845859","407"
"4","LONG ISLAND CITY","29 COMMERCIAL GARAGES","47","28","1","1","400","1973","0","2022-05-31T00:00:00.000","40.74562","-73.950583","402"
"4","FLUSHING-NORTH","44 CONDO PARKING","5002","1008","1","1",,"1987","40000","2022-05-31T00:00:00.000","40.765431","-73.827189","407"
"4","FLUSHING-NORTH","44 CONDO PARKING","5022","1553","1","1",,"2007","0","2022-05-31T00:00:00.000","40.762561","-73.822522","407"
"4","FLUSHING-NORTH","44 CONDO PARKING","5181","1339","1","1",,"2019","865513","2022-05-31T00:00:00.000","40.757918","-73.823","407"
"4","ASTORIA","44 CONDO PARKING","534","1312","1","1",,"2018","395460","2022-05-31T00:00:00.000","40.768032","-73.931476","401"
"4","JAMAICA","02 TWO FAMILY DWELLINGS","9692","64","1","3","1,920","1931","1400000","2022-05-31T00:00:00.000","40.705962","-73.80892","412"
"1","MIDTOWN EAST","21 OFFICE BUILDINGS","1316","30","22","22","141,408","1932","0","2022-06-01T00:00:00.000","40.750398","-73.971794","106"
"1","UPPER EAST SIDE (59-79)","47 CONDO NON-BUSINESS STORAGE","1412","1179","1","1",,,"5000000","2022-06-01T00:00:00.000","40.773785","-73.958245","108"
"1","HARLEM-CENTRAL","44 CONDO PARKING","1826","1254","1","1",,"2016","0","2022-06-01T00:00:00.000",,,
"1","CHINATOWN","43 CONDO OFFICE BUILDINGS","199","1028","1","1",,,"0","2022-06-01T00:00:00.000","40.717247","-73.99917","103"
"1","CHINATOWN","43 CONDO OFFICE BUILDINGS","199","1029","1","1",,,"0","2022-06-01T00:00:00.000","40.717247","-73.99917","103"
"1","GREENWICH VILLAGE-CENTRAL","07 RENTALS - WALKUP APARTMENTS","540","23","3","26","14,654","1900","17000000","2022-06-01T00:00:00.000","40.729725","-73.999661","102"
"1","GREENWICH VILLAGE-WEST","07 RENTALS - WALKUP APARTMENTS","582","41","1","17","10,000","1900","0","2022-06-01T00:00:00.000","40.729731","-74.004355","102"
"2","HUNTS POINT","02 TWO FAMILY DWELLINGS","2737","78","1","3","1,485","1929","715000","2022-06-01T00:00:00.000","40.814716","-73.89352","202"
"2","BATHGATE","07 RENTALS - WALKUP APARTMENTS","3052","18","1","9","10,000","1900","1200000","2022-06-01T00:00:00.000","40.854213","-73.890829","206"
"2","BEDFORD PARK/NORWOOD","08 RENTALS - ELEVATOR APARTMENTS","3324","11","1","92","93,242","1932","16000000","2022-06-01T00:00:00.000","40.882876","-73.885111","207"
"2","KINGSBRIDGE/JEROME PARK","22 STORE BUILDINGS","5701","120","7","7","8,000","1934","0","2022-06-01T00:00:00.000","40.879139","-73.905246","208"
"2","KINGSBRIDGE/JEROME PARK","22 STORE BUILDINGS","5708","104","14","14","10,650","1927","0","2022-06-01T00:00:00.000","40.879903","-73.906727","208"
"3","CROWN HEIGHTS","01 ONE FAMILY DWELLINGS","1278","42","1","2","2,412","1925","2000000","2022-06-01T00:00:00.000","40.667739","-73.942361","309"
"3","OCEAN HILL","14 RENTALS - 4-10 UNIT","1498","45","1","7","5,460","1931","2000000","2022-06-01T00:00:00.000","40.684301","-73.915157","316"
"3","OCEAN HILL","02 TWO FAMILY DWELLINGS","1538","72","1","3","3,781","1899","0","2022-06-01T00:00:00.000","40.678442","-73.913051","316"
"3","CLINTON HILL","14 RENTALS - 4-10 UNIT","1891","77","1","4","3,500","1960","2250000","2022-06-01T00:00:00.000","40.693514","-73.965107","302"
"3","WILLIAMSBURG-NORTH","49 CONDO WAREHOUSES/FACTORY/INDUS","2332","1511","1","1",,"2007","0","2022-06-01T00:00:00.000","40.720077","-73.962813","301"
"3","WILLIAMSBURG-SOUTH","07 RENTALS - WALKUP APARTMENTS","2420","40","1","16","14,375","1910","0","2022-06-01T00:00:00.000","40.711163","-73.958797","301"
"3","WILLIAMSBURG-EAST","02 TWO FAMILY DWELLINGS","2764","28","1","3","2,400","1930","2150000","2022-06-01T00:00:00.000","40.713979","-73.944305","301"
"3","EAST NEW YORK","07 RENTALS - WALKUP APARTMENTS","3841","27","2","6","3,198","1930","10","2022-06-01T00:00:00.000","40.663146","-73.891639","305"
"3","FLATBUSH-EAST","02 TWO FAMILY DWELLINGS","4695","6","1","3","3,540","1931","1350000","2022-06-01T00:00:00.000","40.651609","-73.933052","317"
"3","BATH BEACH","02 TWO FAMILY DWELLINGS","6368","45","1","3","3,000","1909","0","2022-06-01T00:00:00.000","40.606564","-74.003389","311"
"3","SHEEPSHEAD BAY","21 OFFICE BUILDINGS","7365","6","1","1","13,458","1984","6900000","2022-06-01T00:00:00.000","40.600688","-73.939451","315"
"3","SUNSET PARK","22 STORE BUILDINGS","824","10","3","3","3,864","1900","0","2022-06-01T00:00:00.000","40.64277","-74.012734","307"
"3","BRIGHTON BEACH","44 CONDO PARKING","8720","2803","1","1",,,"160000","2022-06-01T00:00:00.000","40.577352","-73.957212","313"
"3","PARK SLOPE","14 RENTALS - 4-10 UNIT","994","1","2","5","4,960","1914","3345000","2022-06-01T00:00:00.000","40.67047","-73.985213","306"
"4","SO. JAMAICA-BAISLEY PARK","02 TWO FAMILY DWELLINGS","12101","31","1","3","2,760","1930","0","2022-06-01T00:00:00.000","40.67346","-73.791385","412"
"4","CORONA","14 RENTALS - 4-10 UNIT","1780","52","1","7","6,120","2020","6192369","2022-06-01T00:00:00.000","40.750874","-73.858263","403"
"4","CORONA","14 RENTALS - 4-10 UNIT","1780","57","1","7","6,120","2020","6192369","2022-06-01T00:00:00.000","40.750871","-73.858274","403"
"4","RIDGEWOOD","14 RENTALS - 4-10 UNIT","3423","24","1","5","5,775","1931","2100000","2022-06-01T00:00:00.000","40.708466","-73.914812","405"
"4","COLLEGE POINT","22 STORE BUILDINGS","4171","22","1","3","1,950","1931","998000","2022-06-01T00:00:00.000","40.781682","-73.842046","407"
"4","FLUSHING-SOUTH","43 CONDO OFFICE BUILDINGS","6801","1533","1","1",,"2008","1550000","2022-06-01T00:00:00.000","40.729534","-73.807211","408"
"4","FLUSHING-SOUTH","43 CONDO OFFICE BUILDINGS","6801","1534","1","1",,"2008","1550000","2022-06-01T00:00:00.000","40.729534","-73.807211","408"
"4","FLUSHING-SOUTH","44 CONDO PARKING","6897","1124","1","1",,"1989","300000","2022-06-01T00:00:00.000","40.737727","-73.799151","408"
"4","FLUSHING-SOUTH","44 CONDO PARKING","6897","1125","1","1",,"1989","300000","2022-06-01T00:00:00.000","40.737727","-73.799151","408"
"4","FLUSHING-SOUTH","43 CONDO OFFICE BUILDINGS","6897","1132","1","1",,"1989","300000","2022-06-01T00:00:00.000","40.737727","-73.799151","408"
"4","ASTORIA","47 CONDO NON-BUSINESS STORAGE","892","1011","1","1",,"2018","763688","2022-06-01T00:00:00.000","40.782095","-73.916198","401"
"5","PORT RICHMOND","27 FACTORIES","1008","36","2","4","8,855","1931","2499000","2022-06-01T00:00:00.000","40.638109","-74.128995","501"
"5","PORT RICHMOND","14 RENTALS - 4-10 UNIT","1008","37","1","5","6,440","1931","2499000","2022-06-01T00:00:00.000","40.638076","-74.12898","501"
"5","WEST NEW BRIGHTON","02 TWO FAMILY DWELLINGS","128","42","1","3","1,492","1931","710000","2022-06-01T00:00:00.000","40.633459","-74.096384","501"
"5","RICHMONDTOWN","29 COMMERCIAL GARAGES","4328","6","1","1","1,550","1952","982000","2022-06-01T00:00:00.000","40.574046","-74.131089","503"
"5","SUNNYSIDE","02 TWO FAMILY DWELLINGS","674","10","1","3","2,760","1965","675000","2022-06-01T00:00:00.000","40.614816","-74.108081","501"
"5","SUNNYSIDE","02 TWO FAMILY DWELLINGS","674","9","1","3","2,760","1965","675000","2022-06-01T00:00:00.000","40.614803","-74.108142","501"
"1","SOUTHBRIDGE","07 RENTALS - WALKUP APARTMENTS","106","5","1","9","12,585","1900","1425000","2022-06-02T00:00:00.000","40.708607","-74.001248","101"
"1","UPPER WEST SIDE (59-79)","47 CONDO NON-BUSINESS STORAGE","1165","1938","1","1",,"1928","3050000","2022-06-02T00:00:00.000","40.780065","-73.981571","107"
"1","UPPER WEST SIDE (59-79)","47 CONDO NON-BUSINESS STORAGE","1165","1939","1","1",,"1928","3050000","2022-06-02T00:00:00.000","40.780065","-73.981571","107"
"1","HARLEM-EAST","22 STORE BUILDINGS","1789","4","2","2","7,275","1914","0","2022-06-02T00:00:00.000","40.80328","-73.93611","111"
"1","HARLEM-EAST","26 OTHER HOTELS","1789","50","2","2","11,130","1900","0","2022-06-02T00:00:00.000","40.803332","-73.93607","111"
"1","HARLEM-CENTRAL","35 INDOOR PUBLIC AND CULTURAL FACILITIES","1908","43","1","1","4,976","1910","3100000","2022-06-02T00:00:00.000","40.807469","-73.946874","110"
"1","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","417","65","2","19","8,760","1900","0","2022-06-02T00:00:00.000","40.721814","-73.988347","103"
"1","GRAMERCY","43 CONDO OFFICE BUILDINGS","876","1031","1","1",,,"1650000","2022-06-02T00:00:00.000","40.738036","-73.986782","106"
"3","BOERUM HILL","14 RENTALS - 4-10 UNIT","179","51","1","5","3,200","1915","2475000","2022-06-02T00:00:00.000","40.685758","-73.981795","302"
"3","BOERUM HILL","44 CONDO PARKING","180","1102","1","1",,"2006","189000","2022-06-02T00:00:00.000","40.685382","-73.978784","302"
"3","WILLIAMSBURG-EAST","46 CONDO STORE BUILDINGS","3054","1201","1","1",,"2009","3500000","2022-06-02T00:00:00.000","40.707957","-73.939899","301"
"3","WILLIAMSBURG-EAST","44 CONDO PARKING","3054","1249","1","1",,"2009","3500000","2022-06-02T00:00:00.000","40.707957","-73.939899","301"
"3","WILLIAMSBURG-EAST","44 CONDO PARKING","3054","1250","1","1",,"2009","3500000","2022-06-02T00:00:00.000","40.707957","-73.939899","301"
"3","WILLIAMSBURG-EAST","44 CONDO PARKING","3054","1251","1","1",,"2009","3500000","2022-06-02T00:00:00.000","40.707957","-73.939899","301"
"3","WILLIAMSBURG-EAST","44 CONDO PARKING","3054","1252","1","1",,"2009","3500000","2022-06-02T00:00:00.000","40.707957","-73.939899","301"
"3","BROWNSVILLE","02 TWO FAMILY DWELLINGS","3489","233","1","3","6,000","1930","0","2022-06-02T00:00:00.000","40.66975","-73.910363","316"
"3","BOERUM HILL","44 CONDO PARKING","399","1124","1","1",,"2020","1847539","2022-06-02T00:00:00.000","40.683612","-73.986623","306"
"3","EAST NEW YORK","14 RENTALS - 4-10 UNIT","4245","24","1","4","3,280","1925","0","2022-06-02T00:00:00.000","40.673489","-73.876013","305"
"3","FLATBUSH-CENTRAL","44 CONDO PARKING","5083","1293","1","1",,"2015","0","2022-06-02T00:00:00.000","40.653129","-73.956104","314"
"3","FLATBUSH-CENTRAL","47 CONDO NON-BUSINESS STORAGE","5083","1309","1","1",,"2015","0","2022-06-02T00:00:00.000","40.653129","-73.956104","314"
"3","FLATBUSH-CENTRAL","47 CONDO NON-BUSINESS STORAGE","5083","1336","1","1",,"2015","0","2022-06-02T00:00:00.000","40.653129","-73.956104","314"
"3","BOROUGH PARK","44 CONDO PARKING","5739","1262","1","1",,"2019","712775","2022-06-02T00:00:00.000","40.627908","-74.001592","310"
"3","BRIGHTON BEACH","14 RENTALS - 4-10 UNIT","7262","11","1","6","4,120","1930","1500000","2022-06-02T00:00:00.000","40.581098","-73.964036","313"
"3","CANARSIE","44 CONDO PARKING","8273","1044","1","1",,,"395000","2022-06-02T00:00:00.000","40.64001","-73.882633","318"
"4","ST. ALBANS","01 ONE FAMILY DWELLINGS","12610","105","1","2","1,696","1930","425000","2022-06-02T00:00:00.000","40.692752","-73.758361","412"
"4","REGO PARK","22 STORE BUILDINGS","3147","6","12","12","9,000","1964","3800000","2022-06-02T00:00:00.000","40.715945","-73.861108","406"
"4","LONG ISLAND CITY","33 EDUCATIONAL FACILITIES","381","30","1","1","22,500","1965","19104257","2022-06-02T00:00:00.000","40.752242","-73.932016","401"
"5","NEW DORP-BEACH","01 ONE FAMILY DWELLINGS","4086","40","1","2","1,600","1931","0","2022-06-02T00:00:00.000","40.563099","-74.102199","502"
"1","MIDTOWN WEST","08 RENTALS - ELEVATOR APARTMENTS","1023","6","2","82","48,368","1912","0","2022-06-03T00:00:00.000","40.762439","-73.984492","105"
"1","UPPER EAST SIDE (59-79)","07 RENTALS - WALKUP APARTMENTS","1471","26","3","15","9,500","1920","0","2022-06-03T00:00:00.000","40.769816","-73.951598","108"
"1","UPPER EAST SIDE (79-96)","29 COMMERCIAL GARAGES","1516","28","1","1","26,382","1931","0","2022-06-03T00:00:00.000","40.779879","-73.954374","108"
"1","CHINATOWN","47 CONDO NON-BUSINESS STORAGE","172","1512","1","1",,"2007","0","2022-06-03T00:00:00.000","40.716951","-74.0025","101"
"1","HARLEM-CENTRAL","37 RELIGIOUS FACILITIES","1728","45","1","1","3,825","1910","1100000","2022-06-03T00:00:00.000","40.810498","-73.9402","110"
"1","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","412","45","2","18","8,625","1900","0","2022-06-03T00:00:00.000","40.721677","-73.987536","103"
"1","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","412","46","2","31","18,960","1900","0","2022-06-03T00:00:00.000","40.721721","-73.987514","103"
"1","FINANCIAL","35 INDOOR PUBLIC AND CULTURAL FACILITIES","53","4","3","3","23,030","1926","12865000","2022-06-03T00:00:00.000","40.708513","-74.014258","101"
"2","BELMONT","01 ONE FAMILY DWELLINGS","3071","10","2","3","2,400","1931","0","2022-06-03T00:00:00.000","40.852444","-73.889885","206"
"2","BELMONT","02 TWO FAMILY DWELLINGS","3071","8","1","3","4,560","1931","0","2022-06-03T00:00:00.000","40.852169","-73.889339","206"
"3","PARK SLOPE SOUTH","44 CONDO PARKING","1035","1320","1","1",,"2019","0","2022-06-03T00:00:00.000","40.665755","-73.987932","306"
"3","GOWANUS","31 COMMERCIAL VACANT LAND","1051","39","3","49","0","2022","5794986","2022-06-03T00:00:00.000","40.665827","-73.992513","307"
"3","CYPRESS HILLS","02 TWO FAMILY DWELLINGS","3915","16","1","3","2,663","1910","0","2022-06-03T00:00:00.000","40.683586","-73.880079","305"
"3","EAST NEW YORK","02 TWO FAMILY DWELLINGS","4184","63","1","3","2,970","1920","1700000","2022-06-03T00:00:00.000","40.678997","-73.864772","305"
"3","BAY RIDGE","44 CONDO PARKING","5859","1030","1","1",,"1999","800000","2022-06-03T00:00:00.000","40.639403","-74.035718","310"
"3","BAY RIDGE","02 TWO FAMILY DWELLINGS","5970","43","1","3","4,915","1925","1650000","2022-06-03T00:00:00.000","40.627115","-74.023618","310"
"3","BAY RIDGE","32 HOSPITAL AND HEALTH FACILITIES","6094","1","1","1","177,455","1918","160000000","2022-06-03T00:00:00.000","40.614879","-74.023372","310"
"3","BAY RIDGE","29 COMMERCIAL GARAGES","6094","26","1","1","1,860","1967","160000000","2022-06-03T00:00:00.000","40.615864","-74.022296","310"
"3","MADISON","44 CONDO PARKING","6781","1225","1","1",,"2019","733140","2022-06-03T00:00:00.000","40.609358","-73.954534","315"
"4","LONG ISLAND CITY","27 FACTORIES","115","1","1","1","214,820","1965","105500000","2022-06-03T00:00:00.000","40.741137","-73.942009","402"
"4","ROSEDALE","22 STORE BUILDINGS","13621","27","6","6","7,892","2012","4450000","2022-06-03T00:00:00.000","40.66535","-73.730655","413"
"4","JACKSON HEIGHTS","14 RENTALS - 4-10 UNIT","1417","46","1","5","3,660","1928","0","2022-06-03T00:00:00.000","40.756073","-73.880569","403"
"4","FLUSHING-NORTH","44 CONDO PARKING","5051","1212","1","1",,"2019","608914","2022-06-03T00:00:00.000","40.759022","-73.820109","407"
"4","ASTORIA","47 CONDO NON-BUSINESS STORAGE","513","1021","1","1",,"2018","1200225","2022-06-03T00:00:00.000","40.772078","-73.93127","401"
"4","ASTORIA","44 CONDO PARKING","513","1037","1","1",,"2018","1200225","2022-06-03T00:00:00.000","40.772078","-73.93127","401"
"4","ASTORIA","47 CONDO NON-BUSINESS STORAGE","892","1013","1","1",,"2018","990000","2022-06-03T00:00:00.000","40.782095","-73.916198","401"
"4","JAMAICA","14 RENTALS - 4-10 UNIT","9769","82","2","5","5,324","1931","0","2022-06-03T00:00:00.000","40.708027","-73.801718","408"
"5","NEW DORP","44 CONDO PARKING","4229","1121","1","1",,,"425000","2022-06-03T00:00:00.000","40.56941","-74.123496","502"
"1","MURRAY HILL","22 STORE BUILDINGS","887","12","2","2","3,400","1915","0","2022-06-04T00:00:00.000","40.744861","-73.981945","105"
